path,cell_model,purpose,SHA256,size_bytes,status,source_generated,current_historical
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence/dt_0p05__dlambda_0p1/trace_m0p010_nA.csv,L292-E1-LCN,Raw or summarized evidence for a model result,af32defb892348bde581ed19ed6432db5c7fc5a1dcdb6964955dcc2f9bac338a,807916,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence/dt_0p05__dlambda_0p1/trace_p0p000_nA.csv,L292-E1-LCN,Raw or summarized evidence for a model result,20449bb014c397458ce4eb2cf9076c7f54f873d9f214ef10f58fc4ba00e7f091,807916,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence/dt_0p05__dlambda_0p1/validation.svg,L292-E1-LCN,"Visualization of morphology, simulation, or validation output",e22ff366bd9eee4184054573e90cdcfcfb77f93efa85b4fad329d0d2299b9c81,70276,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence/dt_0p05__dlambda_0p2/metrics.csv,L292-E1-LCN,Raw or summarized evidence for a model result,165dcae1f3498d33fd3b36ae316df6a71a2f0e7cb2e9f9619e508624e07cdc79,650,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence/dt_0p05__dlambda_0p2/section_inventory.json,L292-E1-LCN,Project metadata or historical artifact,930aeaf72ff1a2c0b808e643579313f26e5287bc5576fda5f54956ec172a96a2,258508,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence/dt_0p05__dlambda_0p2/summary.json,L292-E1-LCN,Project metadata or historical artifact,0f9fcab6e1bf1f2eec4e4e28635f13e304788b6d297271eab93f9112656c9ea7,4988,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence/dt_0p05__dlambda_0p2/trace_m0p010_nA.csv,L292-E1-LCN,Raw or summarized evidence for a model result,f236b616cdf776bc4a5179910b4321a302621215b498ed792323b8f103d1aa18,807916,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence/dt_0p05__dlambda_0p2/trace_p0p000_nA.csv,L292-E1-LCN,Raw or summarized evidence for a model result,20449bb014c397458ce4eb2cf9076c7f54f873d9f214ef10f58fc4ba00e7f091,807916,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence/dt_0p05__dlambda_0p2/validation.svg,L292-E1-LCN,"Visualization of morphology, simulation, or validation output",fdbc3a2c291b2c0a2ba17a558284f176daabe0c47ed7c957b15361e8073d926d,70276,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence/SUPERSEDED.md,L292-E1-LCN,"Scientific interpretation, provenance, or run documentation",86f1b2bb3851ef2ff1233709b2395c3d4798b1ff2879863c33b07f22c8934c83,394,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence_strict_dlambda/convergence.csv,L292-E1-LCN,Raw or summarized evidence for a model result,28f7514a5a1029cd0c36b82507b3e5d55bddd975232e765f6c144ac94f83f107,2243,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence_strict_dlambda/convergence.json,L292-E1-LCN,Project metadata or historical artifact,d4f039d6065f943d359ac61bc447ff1a0213f86f696d2723b420fb6d9f4c386c,6300,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence_strict_dlambda/dt_0p0125__dlambda_0p05/metrics.csv,L292-E1-LCN,Raw or summarized evidence for a model result,d46b49ad6f2bd34b458805a4424d181573b80e3ee7e84ee5bc957a800da742a9,669,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence_strict_dlambda/dt_0p0125__dlambda_0p05/section_inventory.json,L292-E1-LCN,Project metadata or historical artifact,2c634586ad002c1800ca63b405a9091498c42fb27a99ecbca626a5a5a360353a,426845,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence_strict_dlambda/dt_0p0125__dlambda_0p05/summary.json,L292-E1-LCN,Project metadata or historical artifact,310b569dc673db41e979cc80ff1e9544f396d8e365c888fa35fed7c650e14456,5476,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence_strict_dlambda/dt_0p0125__dlambda_0p05/trace_m0p010_nA.csv,L292-E1-LCN,Raw or summarized evidence for a model result,a0572452f5d404516222d7ac923eb3b594287f6705be15562d0de5936f4a8757,3231316,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence_strict_dlambda/dt_0p0125__dlambda_0p05/trace_p0p000_nA.csv,L292-E1-LCN,Raw or summarized evidence for a model result,068adbac6fa81087f756aed0a925bb8f0abc757e93246887a684f46f689d1c77,3231316,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence_strict_dlambda/dt_0p0125__dlambda_0p05/validation.svg,L292-E1-LCN,"Visualization of morphology, simulation, or validation output",76d2d97c3fdd17720442eb6dae23af46391cddf29b1350954f4291b8b0cd219a,70276,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence_strict_dlambda/dt_0p0125__dlambda_0p1/metrics.csv,L292-E1-LCN,Raw or summarized evidence for a model result,7cb41482a9521845b26cf5eeffc292b0a1807e93c5fe7fc21681144f45728ec3,668,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence_strict_dlambda/dt_0p0125__dlambda_0p1/section_inventory.json,L292-E1-LCN,Project metadata or historical artifact,8b9182aebba20ef4ef878c15e3644bc0adf99e6c644a535a78411ff1f3691751,426443,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence_strict_dlambda/dt_0p0125__dlambda_0p1/summary.json,L292-E1-LCN,Project metadata or historical artifact,9476be0c4e34bc9e079c44a25eece6428bd11181565d68d618a3784783bc9de5,5472,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence_strict_dlambda/dt_0p0125__dlambda_0p1/trace_m0p010_nA.csv,L292-E1-LCN,Raw or summarized evidence for a model result,56a8370fb7e7d74732ff0375bd8d35a70ad026ee2e19af22145a9d7380a68c7e,3231316,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence_strict_dlambda/dt_0p0125__dlambda_0p1/trace_p0p000_nA.csv,L292-E1-LCN,Raw or summarized evidence for a model result,068adbac6fa81087f756aed0a925bb8f0abc757e93246887a684f46f689d1c77,3231316,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence_strict_dlambda/dt_0p0125__dlambda_0p1/validation.svg,L292-E1-LCN,"Visualization of morphology, simulation, or validation output",1c8e9e43f69b23d1608760ae9007867d0e1fd5656f72e97b6887dfa997f8f819,70276,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence_strict_dlambda/dt_0p0125__dlambda_0p2/metrics.csv,L292-E1-LCN,Raw or summarized evidence for a model result,406f51fa29fbae8d3374459e55ed79e7ef51d4724c9b8fb9f3fe74fd5b0f431c,667,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence_strict_dlambda/dt_0p0125__dlambda_0p2/section_inventory.json,L292-E1-LCN,Project metadata or historical artifact,e591f4c40dbb62b7af9e54dbb4117a802002d26b4060a3373205bc93e9df7043,426243,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence_strict_dlambda/dt_0p0125__dlambda_0p2/summary.json,L292-E1-LCN,Project metadata or historical artifact,1c9790a4965e43285678e38cb778babe44540789842a2abfbb4f0663d004ea26,5470,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence_strict_dlambda/dt_0p0125__dlambda_0p2/trace_m0p010_nA.csv,L292-E1-LCN,Raw or summarized evidence for a model result,b179865f3718b83c2d15cd1cf66167f51731bee0d10d366c4532675bb518544e,3231316,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence_strict_dlambda/dt_0p0125__dlambda_0p2/trace_p0p000_nA.csv,L292-E1-LCN,Raw or summarized evidence for a model result,068adbac6fa81087f756aed0a925bb8f0abc757e93246887a684f46f689d1c77,3231316,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence_strict_dlambda/dt_0p0125__dlambda_0p2/validation.svg,L292-E1-LCN,"Visualization of morphology, simulation, or validation output",1b4de2869b136ceefe90f179ee25c5724751b941b7c76d63c6d13b38ecfe960f,70276,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence_strict_dlambda/dt_0p025__dlambda_0p05/metrics.csv,L292-E1-LCN,Raw or summarized evidence for a model result,244472df866bd52e73906fb2a12e9567d4a8a5dde95859d92c82b7f42606eddf,669,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence_strict_dlambda/dt_0p025__dlambda_0p05/section_inventory.json,L292-E1-LCN,Project metadata or historical artifact,fa60b530ff5bdaa58c34ccb0c3bc7f1b9c52aadc330a48d47d211035449c3bd2,426845,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence_strict_dlambda/dt_0p025__dlambda_0p05/summary.json,L292-E1-LCN,Project metadata or historical artifact,c088a3773d54b41281ab95f4aa02fbb6ed2f09d69f4374641c3d58af718af1e9,5475,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence_strict_dlambda/dt_0p025__dlambda_0p05/trace_m0p010_nA.csv,L292-E1-LCN,Raw or summarized evidence for a model result,310491f02322c84cbcdf9bbbb912d35d0ff05257806127f047c4349e56f46141,1615716,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence_strict_dlambda/dt_0p025__dlambda_0p05/trace_p0p000_nA.csv,L292-E1-LCN,Raw or summarized evidence for a model result,2ea505758053cf010c80193e5c59a0305c1a4c8c80141a140867cec62dca68c0,1615716,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence_strict_dlambda/dt_0p025__dlambda_0p05/validation.svg,L292-E1-LCN,"Visualization of morphology, simulation, or validation output",a7a9ce05af53427de41caf39f16cc09a7e89d67ff4eb4f6de7dae1a480776c20,70276,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence_strict_dlambda/dt_0p025__dlambda_0p1/metrics.csv,L292-E1-LCN,Raw or summarized evidence for a model result,0d1570588a99e913b613324e4bbe702d9f1f62aaa24a683b6b6aeea500133a72,669,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence_strict_dlambda/dt_0p025__dlambda_0p1/section_inventory.json,L292-E1-LCN,Project metadata or historical artifact,d0c3e63633ec54722675c34396bc2bee9f979106f3ed592ce6102478873475ff,426443,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence_strict_dlambda/dt_0p025__dlambda_0p1/summary.json,L292-E1-LCN,Project metadata or historical artifact,4c265d940482fc2af5a1b3732cea8435f4c5d668552df56eb05648da97605d17,5473,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence_strict_dlambda/dt_0p025__dlambda_0p1/trace_m0p010_nA.csv,L292-E1-LCN,Raw or summarized evidence for a model result,32e2f8c45ddcad5cccb5081f6fdc4f1991611e2c89427b2016d5a7cf4a073a50,1615716,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence_strict_dlambda/dt_0p025__dlambda_0p1/trace_p0p000_nA.csv,L292-E1-LCN,Raw or summarized evidence for a model result,2ea505758053cf010c80193e5c59a0305c1a4c8c80141a140867cec62dca68c0,1615716,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence_strict_dlambda/dt_0p025__dlambda_0p1/validation.svg,L292-E1-LCN,"Visualization of morphology, simulation, or validation output",839569cc4e8687a657d7a8ba4dbbd23f58c1a20dfc1b9e3b05a55bcd3e9ee489,70276,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence_strict_dlambda/dt_0p025__dlambda_0p2/metrics.csv,L292-E1-LCN,Raw or summarized evidence for a model result,101350863261c0b758d345c47f64164b36f1c066f72572478fb3dfd1b2885d7c,669,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence_strict_dlambda/dt_0p025__dlambda_0p2/section_inventory.json,L292-E1-LCN,Project metadata or historical artifact,e14933981e17f8765afea1ab83fca76ab5e62aa2f85d4796d9984b6dd4b971bc,426243,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence_strict_dlambda/dt_0p025__dlambda_0p2/summary.json,L292-E1-LCN,Project metadata or historical artifact,35a411932bb841d746a1f13adfb16ae0a76ad2181d58650843dff55a4416a75b,5473,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence_strict_dlambda/dt_0p025__dlambda_0p2/trace_m0p010_nA.csv,L292-E1-LCN,Raw or summarized evidence for a model result,b25e2664e37e0d470095e6e9282a0e3d753507d12bbfecee4cef713de4fcbc74,1615716,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence_strict_dlambda/dt_0p025__dlambda_0p2/trace_p0p000_nA.csv,L292-E1-LCN,Raw or summarized evidence for a model result,2ea505758053cf010c80193e5c59a0305c1a4c8c80141a140867cec62dca68c0,1615716,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence_strict_dlambda/dt_0p025__dlambda_0p2/validation.svg,L292-E1-LCN,"Visualization of morphology, simulation, or validation output",4dd88ebf33ddb92440ace5f8b25bb855cfc20f830f7108d62709803e1db0a5ab,70276,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence_strict_dlambda/dt_0p05__dlambda_0p05/metrics.csv,L292-E1-LCN,Raw or summarized evidence for a model result,0f86d4afeea1e91514984b3f4e6c2be6969eeafa84b008c8d18b16d3551096f1,649,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence_strict_dlambda/dt_0p05__dlambda_0p05/section_inventory.json,L292-E1-LCN,Project metadata or historical artifact,58eed09f97c63dba22d66deeccafe064ed5967ffbaf76bf1ac60c3e4fba9a176,426845,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence_strict_dlambda/dt_0p05__dlambda_0p05/summary.json,L292-E1-LCN,Project metadata or historical artifact,fae6ed19756b6c7ac7c6d220f70b35a169060df85cc8571dfe22435c64ac8fab,5434,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence_strict_dlambda/dt_0p05__dlambda_0p05/trace_m0p010_nA.csv,L292-E1-LCN,Raw or summarized evidence for a model result,f298a0b15e15ff66fb1da84a642bcd366d1bfe4d5f4f071876d24c8eef97e58f,807916,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence_strict_dlambda/dt_0p05__dlambda_0p05/trace_p0p000_nA.csv,L292-E1-LCN,Raw or summarized evidence for a model result,20449bb014c397458ce4eb2cf9076c7f54f873d9f214ef10f58fc4ba00e7f091,807916,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence_strict_dlambda/dt_0p05__dlambda_0p05/validation.svg,L292-E1-LCN,"Visualization of morphology, simulation, or validation output",c27deb3891fd5e8f2b7c204dc37e254f1d34ed5f76b8caedfbe0f7a36a425487,70276,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence_strict_dlambda/dt_0p05__dlambda_0p1/metrics.csv,L292-E1-LCN,Raw or summarized evidence for a model result,0e78178325192728131494d64ffa5326669f8b52750a7d4187c0db481cc3b625,651,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence_strict_dlambda/dt_0p05__dlambda_0p1/section_inventory.json,L292-E1-LCN,Project metadata or historical artifact,254cb8f854f34348ba5f2f3092c1e410946a61d7ee38d38ab69422a3ced01fb2,426443,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence_strict_dlambda/dt_0p05__dlambda_0p1/summary.json,L292-E1-LCN,Project metadata or historical artifact,b16450a5b1e4a3623c325d0bc7a259e411c19be3228c1366595927d5d39c171c,5436,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence_strict_dlambda/dt_0p05__dlambda_0p1/trace_m0p010_nA.csv,L292-E1-LCN,Raw or summarized evidence for a model result,bce166362165504bb973a4df5d7673a772613a4d66565296951de17ca5360e87,807916,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence_strict_dlambda/dt_0p05__dlambda_0p1/trace_p0p000_nA.csv,L292-E1-LCN,Raw or summarized evidence for a model result,20449bb014c397458ce4eb2cf9076c7f54f873d9f214ef10f58fc4ba00e7f091,807916,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence_strict_dlambda/dt_0p05__dlambda_0p1/validation.svg,L292-E1-LCN,"Visualization of morphology, simulation, or validation output",c16fb8c0ce784b20387613a2da535f0a4f7c8e6d2264feddefdb14ca3e40f658,70276,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence_strict_dlambda/dt_0p05__dlambda_0p2/metrics.csv,L292-E1-LCN,Raw or summarized evidence for a model result,04124d7f3b6d8e93cf494a7eecafef92e21a7baeff995adaf237b8e15d5a211c,649,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence_strict_dlambda/dt_0p05__dlambda_0p2/section_inventory.json,L292-E1-LCN,Project metadata or historical artifact,59bccf7bd5e5dc6121213e68e383bc3afdb4f068827ae82fc84b535b70b238e7,426243,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence_strict_dlambda/dt_0p05__dlambda_0p2/summary.json,L292-E1-LCN,Project metadata or historical artifact,c418024869fbccbf53a7a38ecc36b9948f07856ab22b4a66e1964a5661206c96,5432,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence_strict_dlambda/dt_0p05__dlambda_0p2/trace_m0p010_nA.csv,L292-E1-LCN,Raw or summarized evidence for a model result,6a004185e25abc4d439ef35f61b57abdf4736831842a8c0f256a26a72620aa24,807916,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence_strict_dlambda/dt_0p05__dlambda_0p2/trace_p0p000_nA.csv,L292-E1-LCN,Raw or summarized evidence for a model result,20449bb014c397458ce4eb2cf9076c7f54f873d9f214ef10f58fc4ba00e7f091,807916,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/convergence_strict_dlambda/dt_0p05__dlambda_0p2/validation.svg,L292-E1-LCN,"Visualization of morphology, simulation, or validation output",53ae35dfa7e1472d3b34902478671f7d511336c164aa2d155028d91205b887b3,70276,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/final/metrics.csv,L292-E1-LCN,Raw or summarized evidence for a model result,39d22a5210cf383d07ebc0d9360ebc763d1deef710900e3ff8ae6096518464c1,1060,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/final/section_inventory.json,L292-E1-LCN,Project metadata or historical artifact,9fe84aceecb19128f68281e6ea64b5dd1409011f8cee7b9a22171a7580cb16dc,426433,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/final/summary.json,L292-E1-LCN,Project metadata or historical artifact,0ad72e6977352a97153a39f06d446b738a6fb795841761e3438b7e22ad36da58,7942,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/final/SUPERSEDED.md,L292-E1-LCN,"Scientific interpretation, provenance, or run documentation",06afe9fbe1a036f6acaf7608980146cf02ecdba15fe403928ba2d12b01a64619,376,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/final/trace_m0p005_nA.csv,L292-E1-LCN,Raw or summarized evidence for a model result,4e5e4966c938affc0a43a70f87f74046b6cf3e36650f61cfc5db4daa9c99d008,1615716,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/final/trace_m0p010_nA.csv,L292-E1-LCN,Raw or summarized evidence for a model result,1a23f1bffbaafb9a9fdc7616a55367439cd63f48b24697c0c3648655179d23b4,1615716,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/final/trace_m0p020_nA.csv,L292-E1-LCN,Raw or summarized evidence for a model result,236c6ec67aa62fd07d8c08d1fb9cf4c9ac37c08f7d8db39a51c9869fb0a4e04e,1615716,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/final/trace_p0p000_nA.csv,L292-E1-LCN,Raw or summarized evidence for a model result,2ea505758053cf010c80193e5c59a0305c1a4c8c80141a140867cec62dca68c0,1615716,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/final/validation.svg,L292-E1-LCN,"Visualization of morphology, simulation, or validation output",e1a4839f854221eb1f3f1b7730346fe854b873562433ac73068b16ef0e8ed665,141045,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/final_strict_dlambda/metrics.csv,L292-E1-LCN,Raw or summarized evidence for a model result,2a576fb1d913e72d16dcec14ac3f9459222c3267a8806db6887300a0e13fede6,1059,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/final_strict_dlambda/section_inventory.json,L292-E1-LCN,Project metadata or historical artifact,00e807b0793b742fc4884857872d2f0ce6106f199694e7f03507e9e7f09cf2f1,426443,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/final_strict_dlambda/summary.json,L292-E1-LCN,Project metadata or historical artifact,8f6b0177b5043d3b73d300aa92c870f5b47bc9559725b6c8f2e7105b373572b8,7940,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/final_strict_dlambda/trace_m0p005_nA.csv,L292-E1-LCN,Raw or summarized evidence for a model result,80c23dafa61ca070fb88629b800ec41a684b4a3ccd2362bac7b6f6d81f0f1190,1615716,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/final_strict_dlambda/trace_m0p010_nA.csv,L292-E1-LCN,Raw or summarized evidence for a model result,32e2f8c45ddcad5cccb5081f6fdc4f1991611e2c89427b2016d5a7cf4a073a50,1615716,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/final_strict_dlambda/trace_m0p020_nA.csv,L292-E1-LCN,Raw or summarized evidence for a model result,abb7c704d8c4402f8edf998bd9216f616d468269f185fb3052c305314a1ec60b,1615716,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/final_strict_dlambda/trace_p0p000_nA.csv,L292-E1-LCN,Raw or summarized evidence for a model result,2ea505758053cf010c80193e5c59a0305c1a4c8c80141a140867cec62dca68c0,1615716,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/final_strict_dlambda/validation.svg,L292-E1-LCN,"Visualization of morphology, simulation, or validation output",d6688418d3b934ae68658b35454591bdc8035c92ef240021954024447db5b82a,141045,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/morphology_qa.json,L292-E1-LCN,Project metadata or historical artifact,b79c3b8038697ade8198165397e6b07ae8af61b76cd6536fb27ffa72294b03a4,8913,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/passive/trials/candidate_gpas_2p9e-5/metrics.csv,L292-E1-LCN,Raw or summarized evidence for a model result,c256f7e5271b58d8b558e724d29b7e65f1899e9254219263bfe5fe0ca3772f44,785,retained development evidence,generated,historical/diagnostic
cells/L292_E1_excitatory_interneuron/results/23C/passive/trials/candidate_gpas_2p9e-5/section_inventory.json,L292-E1-LCN,Project metadata or historical artifact,4d539dfa6a631dcdf04d37350bef29386c244cc87c21869318f90068b1b54521,258578,retained development evidence,source,historical/diagnostic
cells/L292_E1_excitatory_interneuron/results/23C/passive/trials/candidate_gpas_2p9e-5/summary.json,L292-E1-LCN,Project metadata or historical artifact,98a806a62d6f127bb75d4a9df7700444cc561d41762635a3bb4f5fade004438e,6180,retained development evidence,source,historical/diagnostic
cells/L292_E1_excitatory_interneuron/results/23C/passive/trials/candidate_gpas_2p9e-5/trace_m0p005_nA.csv,L292-E1-LCN,Raw or summarized evidence for a model result,4e5e4966c938affc0a43a70f87f74046b6cf3e36650f61cfc5db4daa9c99d008,1615716,retained development evidence,generated,historical/diagnostic
cells/L292_E1_excitatory_interneuron/results/23C/passive/trials/candidate_gpas_2p9e-5/trace_m0p010_nA.csv,L292-E1-LCN,Raw or summarized evidence for a model result,1a23f1bffbaafb9a9fdc7616a55367439cd63f48b24697c0c3648655179d23b4,1615716,retained development evidence,generated,historical/diagnostic
cells/L292_E1_excitatory_interneuron/results/23C/passive/trials/candidate_gpas_2p9e-5/trace_m0p020_nA.csv,L292-E1-LCN,Raw or summarized evidence for a model result,236c6ec67aa62fd07d8c08d1fb9cf4c9ac37c08f7d8db39a51c9869fb0a4e04e,1615716,retained development evidence,generated,historical/diagnostic
cells/L292_E1_excitatory_interneuron/results/23C/passive/trials/candidate_gpas_2p9e-5/trace_p0p000_nA.csv,L292-E1-LCN,Raw or summarized evidence for a model result,2ea505758053cf010c80193e5c59a0305c1a4c8c80141a140867cec62dca68c0,1615716,retained development evidence,generated,historical/diagnostic
cells/L292_E1_excitatory_interneuron/results/23C/passive/trials/candidate_gpas_2p9e-5/validation.svg,L292-E1-LCN,"Visualization of morphology, simulation, or validation output",e1a4839f854221eb1f3f1b7730346fe854b873562433ac73068b16ef0e8ed665,141045,retained development evidence,generated,historical/diagnostic
cells/L292_E1_excitatory_interneuron/results/23C/passive/trials/candidate_gpas_3e-5/metrics.csv,L292-E1-LCN,Raw or summarized evidence for a model result,1d74c57416196b5fda6886b61caf76839a7bab8f0e0f6c1b5aed173c512b4290,780,retained development evidence,generated,historical/diagnostic
cells/L292_E1_excitatory_interneuron/results/23C/passive/trials/candidate_gpas_3e-5/section_inventory.json,L292-E1-LCN,Project metadata or historical artifact,fc58f5421af32f158a909fe49f58c224b120dc3714aa7d1ce0b315ac1da2428f,258578,retained development evidence,source,historical/diagnostic
cells/L292_E1_excitatory_interneuron/results/23C/passive/trials/candidate_gpas_3e-5/summary.json,L292-E1-LCN,Project metadata or historical artifact,0ac80a4f8366baaa188d07de3af25dc596016b0f9d40040723b516520e0fb7cb,6173,retained development evidence,source,historical/diagnostic
cells/L292_E1_excitatory_interneuron/results/23C/passive/trials/candidate_gpas_3e-5/trace_m0p005_nA.csv,L292-E1-LCN,Raw or summarized evidence for a model result,0624b34ad8c0c9a083bfb91cb51e8551b11452f663d4567547821a8b4881dc10,1615716,retained development evidence,generated,historical/diagnostic
cells/L292_E1_excitatory_interneuron/results/23C/passive/trials/candidate_gpas_3e-5/trace_m0p010_nA.csv,L292-E1-LCN,Raw or summarized evidence for a model result,6328dc24befbdfcba0c3416cbf6b90810a0ce699e07e2a22a4aa1aa76c39c648,1615716,retained development evidence,generated,historical/diagnostic
cells/L292_E1_excitatory_interneuron/results/23C/passive/trials/candidate_gpas_3e-5/trace_m0p020_nA.csv,L292-E1-LCN,Raw or summarized evidence for a model result,dd4379452260db38213ce6bf16c16c903334efa17c119730a3f7b667dd994cb5,1615716,retained development evidence,generated,historical/diagnostic
cells/L292_E1_excitatory_interneuron/results/23C/passive/trials/candidate_gpas_3e-5/trace_p0p000_nA.csv,L292-E1-LCN,Raw or summarized evidence for a model result,2ea505758053cf010c80193e5c59a0305c1a4c8c80141a140867cec62dca68c0,1615716,retained development evidence,generated,historical/diagnostic
